,airline,source,destination,departure_time,arrival_time,duration,total_stops,price,day_of_journey,month_of_journey
328,Indigo,Banglore,Delhi,18:25:00,21:20:00,175,0,7303,24,3
329,Spicejet,Kolkata,Banglore,15:05:00,20:45:00,340,1,6197,24,3
330,Air_India,Kolkata,Banglore,09:10:00,13:15:00,245,1,8996,9,6
331,Indigo,Delhi,Cochin,14:20:00,22:20:00,480,1,6528,21,3
332,Goair,Banglore,Delhi,20:55:00,23:40:00,165,0,4239,9,4
333,Indigo,Kolkata,Banglore,20:25:00,23:05:00,160,0,4148,12,3
334,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,3971,24,5
335,Air_Asia,Kolkata,Banglore,07:35:00,23:30:00,955,1,5192,6,5
336,Jet_Airways,Delhi,Cochin,13:25:00,12:35:00,1390,2,9483,9,4
337,Jet_Airways,Delhi,Cochin,11:40:00,19:00:00,440,2,18804,3,6
338,Air_India,Delhi,Cochin,05:10:00,08:00:00,170,0,5201,18,6
339,Jet_Airways,Delhi,Cochin,11:30:00,19:00:00,450,1,16079,27,5
340,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,7229,15,6
341,Multiple_Carriers,Delhi,Cochin,17:45:00,01:30:00,465,1,6795,27,5
342,Jet_Airways,Kolkata,Banglore,09:35:00,10:55:00,1520,1,10953,9,5
343,Multiple_Carriers,Delhi,Cochin,15:05:00,01:30:00,625,2,15965,24,6
344,Air_India,Delhi,Cochin,12:55:00,19:15:00,1820,2,9968,9,4
345,Indigo,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804,6,6
346,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,16079,27,5
347,Jet_Airways,Delhi,Cochin,21:25:00,12:35:00,910,2,11507,12,6
348,Air_India,Kolkata,Banglore,09:25:00,13:45:00,1700,2,11542,9,6
349,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,24,4
350,Jet_Airways,Banglore,Delhi,06:00:00,08:45:00,165,0,4544,27,4
351,Indigo,Delhi,Cochin,05:10:00,10:05:00,295,1,6496,15,5
352,Indigo,Kolkata,Banglore,21:25:00,00:05:00,160,0,4804,15,6
353,Air_India,Banglore,Delhi,11:05:00,09:15:00,1330,1,13439,1,3
354,Jet_Airways,Delhi,Cochin,18:15:00,04:25:00,610,1,6540,27,3
355,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,4591,1,6
356,Indigo,Banglore,Delhi,16:15:00,20:35:00,260,1,4437,18,3
357,Air_Asia,Delhi,Cochin,20:10:00,07:10:00,660,1,6151,21,3
358,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7754,21,6
359,Jet_Airways,Delhi,Cochin,14:00:00,12:35:00,1355,1,10262,24,6
360,Jet_Airways,Banglore,Delhi,18:55:00,22:00:00,185,0,8016,9,6
361,Spicejet,Kolkata,Banglore,06:55:00,09:35:00,160,0,4781,24,3
362,Vistara,Banglore,Delhi,11:30:00,14:20:00,170,0,4668,27,6
363,Air_India,Banglore,Delhi,11:50:00,08:55:00,1265,1,14594,6,3
364,Jet_Airways,Kolkata,Banglore,16:55:00,04:45:00,710,1,14231,24,3
365,Air_India,Delhi,Cochin,05:15:00,06:50:00,1535,1,8425,15,5
366,Multiple_Carriers,Delhi,Cochin,07:05:00,22:30:00,925,1,9646,12,6
367,Indigo,Chennai,Kolkata,14:40:00,17:05:00,145,0,7295,3,3
368,Air_Asia,Kolkata,Banglore,06:50:00,10:30:00,220,1,5162,9,4
369,Indigo,Banglore,Delhi,18:25:00,21:20:00,175,0,6860,9,3
370,Vistara,Delhi,Cochin,06:00:00,09:10:00,190,0,6216,15,4
371,Air_Asia,Kolkata,Banglore,07:35:00,19:25:00,710,1,5192,24,5
372,Indigo,Banglore,Delhi,20:00:00,22:50:00,170,0,4823,9,4
373,Spicejet,Banglore,Delhi,09:30:00,12:20:00,170,0,3919,3,4
374,Indigo,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,2754,3,6
375,Multiple_Carriers,Delhi,Cochin,07:30:00,19:00:00,690,1,9315,9,5
376,Multiple_Carriers,Delhi,Cochin,10:00:00,18:50:00,530,1,11667,27,3
377,Jet_Airways,Kolkata,Banglore,08:25:00,04:40:00,1215,1,6224,12,6
378,Air_India,Kolkata,Banglore,09:25:00,05:35:00,1210,2,13349,24,3
379,Jet_Airways,Banglore,Delhi,16:55:00,09:00:00,965,1,11087,18,3
380,Multiple_Carriers,Delhi,Cochin,13:00:00,01:35:00,755,1,15603,6,3
381,Jet_Airways,Delhi,Cochin,19:30:00,12:35:00,1025,2,15129,9,5
382,Indigo,Banglore,Delhi,16:55:00,19:55:00,180,0,4823,9,4
383,Vistara,Kolkata,Banglore,07:10:00,22:40:00,930,1,8452,1,5
384,Multiple_Carriers,Delhi,Cochin,07:30:00,19:00:00,690,1,12524,6,6
385,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3384,27,3
386,Jet_Airways,Delhi,Cochin,19:15:00,19:00:00,1425,1,10262,1,6
387,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,1965,18,6
388,Indigo,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804,18,5
389,Jet_Airways,Delhi,Cochin,18:15:00,19:00:00,1485,1,16079,27,5
390,Jet_Airways,Delhi,Cochin,21:25:00,19:00:00,1295,2,13292,1,6
391,Air_Asia,Delhi,Cochin,07:55:00,13:25:00,330,1,6751,9,5
392,Air_India,Delhi,Cochin,07:00:00,19:15:00,735,1,8669,15,5
393,Indigo,Delhi,Cochin,17:30:00,01:35:00,485,1,14871,3,3
394,Jet_Airways,Delhi,Cochin,14:00:00,19:00:00,300,1,12898,21,5
395,Spicejet,Banglore,Delhi,09:30:00,12:20:00,170,0,3919,6,6
396,Multiple_Carriers,Delhi,Cochin,12:50:00,19:15:00,385,1,36983,1,3
397,Indigo,Chennai,Kolkata,19:35:00,21:55:00,140,0,3597,3,6
398,Air_India,Banglore,Delhi,17:00:00,19:45:00,165,0,10741,9,3
399,Air_India,Kolkata,Banglore,16:50:00,05:35:00,765,2,11432,6,6
400,Jet_Airways,Banglore,Delhi,18:55:00,10:45:00,950,1,11087,12,3
401,Jet_Airways,Delhi,Cochin,09:35:00,12:35:00,1620,2,13292,3,6
402,Air_India,Delhi,Cochin,05:15:00,07:40:00,1585,3,10493,15,6
403,Goair,Banglore,Delhi,07:45:00,10:40:00,175,0,7631,9,3
404,Air_India,Delhi,Cochin,06:50:00,07:40:00,1490,2,13381,6,6
405,Jet_Airways,Kolkata,Banglore,20:00:00,04:40:00,520,1,13731,6,6
406,Air_India,Delhi,Cochin,05:55:00,07:40:00,1545,2,11911,21,5
407,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,4591,18,4
408,Multiple_Carriers,Delhi,Cochin,13:00:00,19:15:00,375,1,14848,3,6
409,Multiple_Carriers,Delhi,Cochin,08:45:00,19:15:00,630,1,8266,12,6
410,Air_India,Delhi,Cochin,17:15:00,19:15:00,1560,2,12392,18,5
411,Jet_Airways,Kolkata,Banglore,18:55:00,12:00:00,1025,1,13044,12,6
412,Jet_Airways,Delhi,Cochin,07:05:00,04:25:00,1280,1,12898,21,5
413,Jet_Airways,Delhi,Cochin,22:50:00,04:25:00,335,1,12242,21,3
414,Indigo,Banglore,Delhi,10:10:00,13:00:00,170,0,3943,18,5
415,Vistara,Kolkata,Banglore,20:20:00,22:10:00,1550,1,11105,24,3
416,Jet_Airways,Kolkata,Banglore,21:10:00,09:20:00,730,1,14388,12,5
417,Jet_Airways,Delhi,Cochin,19:30:00,12:35:00,1025,2,13014,18,5
418,Multiple_Carriers,Delhi,Cochin,10:20:00,18:50:00,510,1,15411,6,3
419,Jet_Airways,Delhi,Cochin,19:45:00,18:50:00,1385,1,16289,9,3
420,Indigo,Delhi,Cochin,06:50:00,16:10:00,560,1,6442,15,5
421,Jet_Airways,Kolkata,Banglore,08:25:00,16:20:00,475,1,10844,18,5
422,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,5678,18,5
423,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,6906,12,4
424,Spicejet,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543,21,5
425,Jet_Airways,Delhi,Cochin,09:00:00,19:00:00,600,1,14714,6,6
426,Vistara,Banglore,Delhi,16:00:00,18:35:00,155,0,11793,3,3
427,Multiple_Carriers,Delhi,Cochin,11:30:00,19:15:00,465,1,14323,15,5
428,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,3971,9,4
429,Vistara,Kolkata,Banglore,20:20:00,22:40:00,1580,1,8452,6,5
430,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,5403,12,4
431,Multiple_Carriers,Delhi,Cochin,10:00:00,21:00:00,660,1,13727,9,5
432,Air_India,Kolkata,Banglore,10:00:00,05:25:00,1165,2,12639,1,4
433,Jet_Airways,Banglore,Delhi,15:15:00,18:10:00,175,0,5198,18,4
434,Vistara,Banglore,Delhi,19:30:00,22:15:00,165,0,4878,1,6
435,Jet_Airways,Delhi,Cochin,19:45:00,19:00:00,1395,1,12373,18,5
436,Multiple_Carriers,Delhi,Cochin,07:10:00,16:10:00,540,1,8552,3,3
437,Vistara,Delhi,Cochin,14:40:00,17:50:00,190,0,6741,21,4
438,Multiple_Carriers,Delhi,Cochin,12:50:00,19:15:00,385,1,6481,9,4
439,Multiple_Carriers,Delhi,Cochin,10:35:00,19:15:00,520,1,7354,6,6
440,Air_India,Banglore,Delhi,21:05:00,23:55:00,170,0,5228,21,4
441,Jet_Airways,Kolkata,Banglore,08:25:00,20:45:00,740,1,10844,12,5
442,Indigo,Delhi,Cochin,06:50:00,12:10:00,320,1,6347,18,5
443,Air_India,Banglore,Delhi,08:15:00,12:15:00,240,1,5013,15,3
444,Jet_Airways,Kolkata,Banglore,18:55:00,04:40:00,585,1,9663,9,6
445,Indigo,Banglore,Delhi,18:25:00,21:20:00,175,0,4823,6,4
446,Air_India,Delhi,Cochin,16:55:00,19:15:00,1580,2,13381,24,6
447,Spicejet,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543,1,6
448,Jet_Airways,Kolkata,Banglore,18:55:00,04:40:00,585,1,9663,15,5
449,Jet_Airways,Kolkata,Banglore,18:55:00,19:50:00,1495,1,7064,1,4
450,Jet_Airways,Delhi,Cochin,07:05:00,19:00:00,715,1,10262,9,6
451,Air_India,Delhi,Cochin,10:55:00,19:15:00,500,2,13013,1,6
452,Jet_Airways,Delhi,Cochin,19:10:00,12:35:00,1045,2,15339,27,6
453,Goair,Banglore,Delhi,11:40:00,14:30:00,170,0,4937,18,4
454,Indigo,Delhi,Cochin,05:05:00,12:10:00,425,1,6818,6,6
455,Air_India,Delhi,Cochin,22:00:00,19:15:00,1275,2,10441,18,5
456,Jet_Airways,Delhi,Cochin,14:00:00,19:00:00,300,1,5177,3,4
457,Indigo,Chennai,Kolkata,11:35:00,14:00:00,145,0,3858,27,6
458,Indigo,Kolkata,Banglore,21:00:00,02:15:00,315,1,6534,18,5
459,Multiple_Carriers,Delhi,Cochin,10:20:00,01:30:00,910,1,6795,15,6
460,Multiple_Carriers,Delhi,Cochin,07:30:00,19:15:00,705,1,9736,3,6
461,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,7229,1,5
462,Spicejet,Delhi,Cochin,17:55:00,22:50:00,295,1,4957,24,4
463,Indigo,Banglore,Delhi,06:00:00,08:45:00,165,0,7648,9,3
464,Spicejet,Kolkata,Banglore,14:55:00,17:25:00,150,0,3873,15,6
465,Jet_Airways,Kolkata,Banglore,18:55:00,04:40:00,585,1,14388,12,5
466,Indigo,Kolkata,Banglore,17:15:00,19:55:00,160,0,5618,6,3
467,Multiple_Carriers,Delhi,Cochin,19:00:00,01:30:00,390,1,7408,9,6
468,Air_Asia,Delhi,Cochin,16:45:00,22:15:00,330,1,13774,3,3
469,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,4668,3,5
470,Jet_Airways,Delhi,Cochin,18:20:00,04:25:00,2045,2,13082,21,3
471,Air_India,Delhi,Cochin,03:50:00,19:15:00,925,1,8669,3,6
472,Indigo,Delhi,Cochin,16:00:00,01:30:00,570,1,6316,24,6
473,Jet_Airways,Delhi,Cochin,22:20:00,04:25:00,365,1,12583,6,3
474,Vistara,Banglore,Delhi,16:10:00,18:50:00,160,0,7923,9,3
475,Goair,Delhi,Cochin,07:00:00,12:50:00,350,1,7378,3,3
476,Vistara,Banglore,Delhi,19:30:00,22:15:00,165,0,4878,3,6
477,Jet_Airways,Kolkata,Banglore,16:30:00,19:50:00,1640,1,10844,18,5
478,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,7229,3,4
479,Spicejet,Delhi,Cochin,06:05:00,11:20:00,315,1,6297,21,5
480,Jet_Airways,Kolkata,Banglore,20:00:00,12:00:00,960,1,8529,12,6
481,Multiple_Carriers,Delhi,Cochin,14:00:00,21:00:00,420,1,13727,18,5
482,Spicejet,Kolkata,Banglore,08:35:00,17:15:00,520,1,6643,24,5
483,Multiple_Carriers,Delhi,Cochin,10:00:00,19:00:00,540,1,10197,9,5
484,Spicejet,Kolkata,Banglore,22:20:00,00:40:00,140,0,4911,21,4
485,Indigo,Chennai,Kolkata,05:15:00,07:35:00,140,0,6482,6,3
486,Jet_Airways,Banglore,Delhi,08:55:00,15:15:00,380,1,26890,1,3
487,Indigo,Kolkata,Banglore,19:20:00,23:45:00,265,1,3717,18,5
488,Indigo,Chennai,Kolkata,13:15:00,15:35:00,140,0,3597,1,6
489,Air_India,Banglore,Delhi,11:05:00,22:10:00,665,2,10846,18,3
490,Air_India,Banglore,Delhi,05:50:00,22:45:00,1015,1,14069,1,3
491,Jet_Airways,Delhi,Cochin,22:50:00,12:35:00,825,1,5177,1,4
492,Air_India,Delhi,Cochin,05:55:00,07:40:00,1545,2,14641,6,3
493,Indigo,Delhi,Cochin,08:35:00,22:30:00,835,1,6442,6,6
494,Air_India,Delhi,Cochin,17:45:00,23:00:00,315,1,5704,21,3
495,Jet_Airways,Kolkata,Banglore,14:05:00,09:20:00,1155,1,9663,6,5
496,Jet_Airways,Delhi,Cochin,20:55:00,04:25:00,450,1,14714,6,6
497,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,5406,1,4
498,Vistara,Kolkata,Banglore,20:20:00,20:20:00,1440,1,8610,15,5
499,Jet_Airways,Delhi,Cochin,18:25:00,12:35:00,1090,2,14237,12,6
500,Indigo,Banglore,Delhi,07:10:00,10:05:00,175,0,4823,9,6
501,Indigo,Mumbai,Hyderabad,20:05:00,21:35:00,90,0,2227,27,3
502,Jet_Airways,Delhi,Cochin,07:05:00,04:25:00,1280,1,12373,18,5
503,Air_India,Delhi,Cochin,13:00:00,19:15:00,375,1,8372,6,6
504,Jet_Airways,Delhi,Cochin,13:55:00,04:25:00,870,1,17024,3,3
505,Air_India,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,3100,27,5
506,Jet_Airways,Delhi,Cochin,06:50:00,19:45:00,775,1,14053,9,3
507,Indigo,Chennai,Kolkata,05:15:00,07:40:00,145,0,3540,9,5
508,Vistara,Kolkata,Banglore,20:20:00,18:50:00,1350,1,9345,21,5
509,Jet_Airways,Delhi,Cochin,05:30:00,04:25:00,1375,2,10368,1,6
510,Jet_Airways,Banglore,Delhi,07:00:00,12:25:00,325,1,26890,1,3
511,Spicejet,Mumbai,Hyderabad,08:50:00,10:15:00,85,0,5755,9,3
512,Jet_Airways,Banglore,Delhi,08:55:00,16:10:00,435,1,7832,21,3
513,Jet_Airways,Kolkata,Banglore,08:25:00,20:45:00,740,1,14388,6,5
514,Air_India,Delhi,Cochin,13:15:00,09:25:00,1210,2,8839,27,6
515,Air_India,Delhi,Cochin,22:00:00,19:15:00,1275,2,22096,3,3
516,Vistara,Chennai,Kolkata,07:05:00,09:20:00,135,0,3687,27,5
517,Multiple_Carriers,Delhi,Cochin,08:30:00,19:00:00,630,1,9627,15,5
518,Multiple_Carriers,Delhi,Cochin,11:30:00,01:35:00,845,1,13542,21,3
519,Indigo,Banglore,Delhi,04:00:00,06:50:00,170,0,4423,27,4
520,Indigo,Delhi,Cochin,04:55:00,21:20:00,985,2,8899,3,3
521,Spicejet,Delhi,Cochin,06:05:00,11:20:00,315,1,5583,21,4
522,Air_Asia,Delhi,Cochin,16:45:00,06:35:00,830,1,6752,27,5
523,Spicejet,Chennai,Kolkata,08:20:00,10:35:00,135,0,3543,21,5
524,Jet_Airways,Banglore,Delhi,08:00:00,15:15:00,435,1,7832,21,3
525,Air_India,Kolkata,Banglore,05:50:00,08:55:00,1625,2,10991,1,5
526,Jet_Airways,Delhi,Cochin,09:00:00,12:35:00,1655,1,12898,27,5
527,Jet_Airways,Delhi,Cochin,14:00:00,19:00:00,300,1,12898,27,5
528,Goair,Banglore,Delhi,11:40:00,14:30:00,170,0,3398,24,5
529,Air_India,Delhi,Cochin,05:10:00,08:00:00,170,0,5201,24,4
530,Air_India,Kolkata,Banglore,10:00:00,01:20:00,920,2,13873,6,5
531,Air_India,Delhi,Cochin,17:40:00,23:00:00,320,1,7384,15,6
532,Jet_Airways,Delhi,Cochin,18:15:00,04:25:00,610,1,10262,6,6
533,Jet_Airways,Kolkata,Banglore,08:25:00,12:00:00,1655,1,10031,24,3
534,Jet_Airways,Kolkata,Banglore,09:35:00,19:10:00,575,1,12384,6,5
535,Jet_Airways,Kolkata,Banglore,14:05:00,18:15:00,1690,1,7757,9,5
536,Jet_Airways,Banglore,Delhi,21:25:00,11:25:00,840,1,17261,6,3
537,Spicejet,Chennai,Kolkata,09:30:00,12:05:00,155,0,7298,1,3
538,Jet_Airways,Banglore,Delhi,15:15:00,18:10:00,175,0,7229,6,4
539,Indigo,Kolkata,Banglore,04:40:00,07:15:00,155,0,4174,1,4
540,Indigo,Kolkata,Banglore,17:35:00,22:15:00,280,1,5699,18,5
541,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,4880,24,4
542,Air_India,Delhi,Cochin,08:00:00,19:15:00,675,1,15284,6,3
543,Jet_Airways,Kolkata,Banglore,08:25:00,16:20:00,475,1,13759,24,3
544,Vistara,Kolkata,Banglore,09:55:00,18:45:00,530,1,16092,24,3
545,Indigo,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,4392,9,3
546,Jet_Airways,Delhi,Cochin,20:55:00,12:35:00,940,1,10262,24,6
547,Spicejet,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841,12,6
548,Goair,Banglore,Delhi,07:45:00,10:40:00,175,0,5048,1,6
549,Air_India,Kolkata,Banglore,07:00:00,20:25:00,805,1,11096,21,5
550,Indigo,Delhi,Cochin,07:35:00,12:10:00,275,1,5073,24,4
551,Jet_Airways,Delhi,Cochin,09:55:00,04:25:00,1110,1,19828,3,3
552,Vistara,Chennai,Kolkata,07:05:00,09:20:00,135,0,3739,21,3
553,Air_India,Delhi,Cochin,05:00:00,19:15:00,2295,2,10598,9,3
554,Jet_Airways,Banglore,Delhi,18:55:00,22:00:00,185,0,7229,15,6
555,Vistara,Kolkata,Banglore,17:00:00,18:50:00,1550,1,8610,1,4
556,Vistara,Delhi,Cochin,14:40:00,17:50:00,190,0,6216,9,5
557,Air_India,Banglore,Delhi,13:20:00,16:10:00,170,0,6961,9,6
558,Jet_Airways,Kolkata,Banglore,09:35:00,21:05:00,690,1,10703,6,5
559,Jet_Airways,Kolkata,Banglore,17:00:00,23:35:00,395,1,14151,15,5
560,Jet_Airways,Kolkata,Banglore,06:30:00,10:05:00,1655,1,8586,9,5
561,Indigo,Kolkata,Banglore,20:20:00,22:55:00,155,0,4488,12,4
562,Multiple_Carriers,Delhi,Cochin,18:00:00,01:30:00,450,1,7408,15,6
563,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,5443,18,4
564,Jet_Airways,Kolkata,Banglore,09:35:00,19:10:00,575,1,10539,12,6
565,Multiple_Carriers,Delhi,Cochin,13:00:00,01:30:00,750,1,7723,1,6
566,Multiple_Carriers,Delhi,Cochin,07:30:00,18:50:00,680,1,15411,6,3
567,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,7229,21,5
568,Indigo,Kolkata,Banglore,20:20:00,22:55:00,155,0,4804,21,6
569,Jet_Airways,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,4050,3,3
570,Jet_Airways,Kolkata,Banglore,17:00:00,19:10:00,1570,1,14151,18,5
571,Spicejet,Delhi,Cochin,17:55:00,22:50:00,295,1,4957,6,4
572,Air_India,Banglore,Delhi,21:10:00,23:55:00,165,0,7591,3,3
573,Jet_Airways,Kolkata,Banglore,13:55:00,22:35:00,520,1,11134,24,3
574,Indigo,Delhi,Cochin,05:05:00,12:10:00,425,1,6600,27,5
575,Air_India,Banglore,Delhi,21:10:00,23:55:00,165,0,4966,9,3
576,Air_India,Delhi,Cochin,06:50:00,07:40:00,1490,2,15481,1,6
577,Spicejet,Kolkata,Banglore,22:20:00,00:40:00,140,0,5515,1,3
578,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,14714,15,6
579,Goair,Delhi,Cochin,10:35:00,19:35:00,540,1,4959,15,6
580,Jet_Airways,Banglore,Delhi,11:10:00,14:05:00,175,0,7229,21,4
581,Air_India,Delhi,Cochin,18:05:00,21:10:00,185,0,6094,15,5
582,Air_Asia,Kolkata,Banglore,10:20:00,12:55:00,155,0,4409,24,4
583,Multiple_Carriers,Delhi,Cochin,06:00:00,19:00:00,780,1,9794,18,5
584,Jet_Airways,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,5678,3,4
585,Indigo,Delhi,Cochin,08:35:00,16:10:00,455,1,6442,15,6
586,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,4878,18,5
587,Jet_Airways,Kolkata,Banglore,21:10:00,10:05:00,775,1,12446,24,3
588,Jet_Airways,Delhi,Cochin,23:05:00,04:25:00,1760,2,16704,9,5
589,Jet_Airways,Banglore,Delhi,05:45:00,10:45:00,300,1,9134,15,3
590,Jet_Airways,Kolkata,Banglore,20:00:00,04:40:00,520,1,8586,15,5
591,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,7229,1,6
592,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,6144,21,4
593,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,6961,18,5
594,Jet_Airways,Kolkata,Banglore,16:30:00,04:40:00,730,1,10844,9,5
595,Indigo,Chennai,Kolkata,19:35:00,21:55:00,140,0,3597,21,5
596,Spicejet,Banglore,Delhi,10:20:00,18:15:00,475,1,7139,21,3
597,Air_India,Mumbai,Hyderabad,09:40:00,15:15:00,1775,2,25139,6,3
598,Jet_Airways,Delhi,Cochin,09:40:00,12:35:00,1615,2,10368,1,6
599,Air_India,Delhi,Cochin,20:40:00,09:25:00,765,1,5117,6,4
600,Multiple_Carriers,Delhi,Cochin,11:40:00,19:15:00,455,1,9211,18,5
601,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,4174,15,4
602,Multiple_Carriers,Delhi,Cochin,07:30:00,19:15:00,705,1,10786,27,5
603,Jet_Airways,Banglore,Delhi,08:00:00,07:40:00,1420,1,9134,15,3
604,Jet_Airways,Delhi,Cochin,14:35:00,04:25:00,830,2,13376,1,6
605,Air_India,Banglore,Delhi,22:00:00,10:50:00,770,1,6955,21,3
606,Jet_Airways,Kolkata,Banglore,08:25:00,18:15:00,590,1,10844,9,5
607,Air_Asia,Kolkata,Banglore,19:55:00,22:25:00,150,0,3807,1,4
608,Jet_Airways,Kolkata,Banglore,14:05:00,12:00:00,1315,1,9663,1,5
609,Jet_Airways,Delhi,Cochin,02:15:00,04:25:00,1570,1,12373,9,5
610,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,4991,1,5
611,Air_India,Delhi,Cochin,23:00:00,19:15:00,1215,1,6745,21,3
612,Jet_Airways,Delhi,Cochin,22:50:00,19:00:00,1210,1,10262,15,6
613,Jet_Airways,Delhi,Cochin,17:30:00,04:25:00,655,1,6540,27,3
614,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,3873,6,4
615,Jet_Airways,Delhi,Cochin,21:50:00,19:00:00,1270,1,15554,9,5
616,Indigo,Kolkata,Banglore,20:20:00,22:55:00,155,0,4804,27,5
617,Jet_Airways,Delhi,Cochin,23:05:00,19:45:00,1240,1,7438,27,3
618,Air_Asia,Banglore,Delhi,04:55:00,07:45:00,170,0,6181,3,5
619,Multiple_Carriers,Delhi,Cochin,19:00:00,01:30:00,390,1,9424,1,5
620,Air_India,Banglore,Delhi,17:25:00,23:25:00,1800,2,12725,12,3
621,Air_India,Banglore,Delhi,08:15:00,21:25:00,790,1,6046,15,3
622,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,3971,15,6
623,Jet_Airways,Kolkata,Banglore,20:25:00,14:25:00,1080,1,12692,6,6
624,Indigo,Delhi,Cochin,14:20:00,22:20:00,480,1,7451,6,3
625,Jet_Airways,Banglore,Delhi,22:55:00,07:40:00,525,1,13817,12,3
626,Jet_Airways,Kolkata,Banglore,09:35:00,22:05:00,750,1,10703,6,5
627,Jet_Airways,Banglore,Delhi,21:25:00,10:45:00,800,1,13817,12,3
628,Jet_Airways,Banglore,Delhi,22:55:00,05:05:00,370,1,27210,15,3
629,Jet_Airways,Kolkata,Banglore,21:10:00,04:40:00,450,1,13941,18,5
630,Air_India,Banglore,Delhi,17:00:00,12:15:00,1155,1,10246,1,3
631,Indigo,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804,6,5
632,Air_Asia,Kolkata,Banglore,22:40:00,10:40:00,720,1,6810,6,6
633,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,5198,1,5
634,Vistara,Banglore,Delhi,21:00:00,23:50:00,170,0,5613,3,5
635,Indigo,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,4784,3,3
636,Jet_Airways,Delhi,Cochin,19:45:00,18:50:00,1385,1,5406,21,3
637,Air_India,Banglore,Delhi,13:20:00,16:10:00,170,0,5228,27,4
638,Jet_Airways,Delhi,Cochin,20:55:00,19:00:00,1325,1,12898,27,5
639,Air_India,Chennai,Kolkata,11:40:00,13:55:00,135,0,4667,15,6
640,Jet_Airways,Kolkata,Banglore,14:05:00,19:50:00,345,1,14781,21,5
641,Vistara,Banglore,Delhi,09:45:00,12:35:00,170,0,5403,21,4
642,Jet_Airways,Kolkata,Banglore,14:05:00,23:35:00,570,1,9899,12,6
643,Jet_Airways,Delhi,Cochin,19:30:00,04:25:00,535,2,13029,21,5
644,Vistara,Kolkata,Banglore,17:00:00,10:45:00,1065,1,9187,18,5
645,Indigo,Banglore,Delhi,20:00:00,22:50:00,170,0,4823,24,5
646,Air_India,Delhi,Cochin,21:30:00,19:15:00,1305,2,8665,27,3
647,Indigo,Delhi,Cochin,08:25:00,21:00:00,755,1,14871,6,3
648,Indigo,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,4049,21,6
649,Air_India,Chennai,Kolkata,11:40:00,13:55:00,135,0,4667,12,6
650,Indigo,Kolkata,Banglore,19:55:00,23:50:00,235,1,4226,9,4
651,Air_India,Banglore,Delhi,06:10:00,08:55:00,165,0,7591,3,3
652,Jet_Airways,Banglore,Delhi,05:45:00,13:15:00,450,1,19225,6,3
653,Jet_Airways,Delhi,Cochin,19:15:00,12:35:00,1040,1,12898,27,5
654,Indigo,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,2754,9,6
655,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,1965,3,5
656,Air_India,Kolkata,Banglore,16:45:00,23:15:00,1830,2,12835,24,3
